D * k A m g E t y ) S u	D* kAm gEt y) Su	there come get your shoe
I t s a n y ) f U t	Its an y) fUt	it's on your foot
d u y u h & v 6 s a k a n	du yu h&v 6 sak an	do you have a sock on
d u y u h & v s a k s	du yu h&v saks	do you have socks
k e	ke	kay
n o y u d o n t h & v t u t e k O f y ) s a k s	no yu dont h&v tu tek Of y) saks	no you don't have to take off your socks
A D R s a k	ADR sak	other sock
W A t I z D I s	WAt Iz DIs	what is this
W A t I z D & t	WAt Iz D&t	what is that
D I s	DIs	this
W * d A z I t g o	W* dAz It go	where does it go
h i z I n h I z k e G	hiz In hIz keG	he's in his cage
h 9 k e	h9 ke	hi kay
h 9	h9	hi
k & n y u s e h 9 t u h I m	k&n yu se h9 tu hIm	can you say hi to him
h 9	h9	hi
h i z g 6 n 6 k I s y u	hiz g6n6 kIs yu	he's gonna kiss you
l U k k e k e	lUk ke ke	look kay kay
h 9 k e	h9 ke	hi kay
d u y u w a n 6 p U t y ) h & n d I n	du yu wan6 pUt y) h&nd In	do you wanna put your hand in
h (	h(	here
y u p U t y ) h & n d I n	yu pUt y) h&nd In	you put your hand in
h i z l 9 k y ) m A N k i	hiz l9k y) mANki	he's like your monkey
n o h i d A z ~ t k A m Q t D & t w e	no hi dAz~t kAm Qt D&t we	no he doesn't come out that way
D & t w e	D&t we	that way
W A t I z D & t	WAt Iz D&t	what is that
W A t I z D & t	WAt Iz D&t	what is that
T & N k y u	T&Nk yu	thank you
# D * b U k s I n D *	# D* bUks In D*	are there books in there
b U k	bUk	book
9 T I N k D I s I z 6 n u b U k	9 TINk DIs Iz 6 nu bUk	i think this is a new book
9 T I N k y u l 9 k D & t	9 TINk yu l9k D&t	i think you like that
9 d o n t n o h Q y u n o D & t w A n	9 dont no hQ yu no D&t wAn	i don't know how you know that one
W A t d u y u s i D *	WAt du yu si D*	what do you see there
l U k h A n i	lUk hAni	look honey
l U k p O l & n d G u d i	lUk pOl &nd Gudi	look paul and judy
p O l & n d G u d i s e b 9 b 9	pOl &nd Gudi se b9 b9	paul and judy say bye bye
k & n y u s e b 9 b 9	k&n yu se b9 b9	can you say bye bye
s e b 9 b 9 t u p O l & n d G u d i	se b9 b9 tu pOl &nd Gudi	say bye bye to paul and judy
f l Q R z	flQRz	flowers
k & n y u s m E l D 6 f l Q R z	k&n yu smEl D6 flQRz	can you smell the flowers
s m E l D o z f l Q R z	smEl Doz flQRz	smell those flowers
p i k 6 b u	pik6bu	peekaboo
p i k 6 b u	pik6bu	peekaboo
p i k 6 b u	pik6bu	peekaboo
d & d i z s k r & c i f e s	d&diz skr&ci fes	daddy's scratchy face
h i z S e v I N	hiz SevIN	he's shaving
D & t s m a m i z r I N	D&ts mamiz rIN	that's mommy's ring
p i k 6 b u	pik6bu	peekaboo
g o b & k t u p i k 6 b u	go b&k tu pik6bu	go back to peekaboo
W * z p i k 6 b u	W*z pik6bu	where's peekaboo
W * z p O l	W*z pOl	where's paul
p i k 6 b u	pik6bu	peekaboo
p i k 6 b u p O l	pik6bu pOl	peekaboo paul
l U k h ( z	lUk h(z	look here's
t E l 6 f o n	tEl6fon	telephone
k & n y u s e h E l o	k&n yu se hElo	can you say hello
h E l o	hElo	hello
h E l o	hElo	hello
h E l o m i m i	hElo mimi	hello mimi
h 9 m i m i	h9 mimi	hi mimi
k & n y u s e h 9 t u m i m i	k&n yu se h9 tu mimi	can you say hi to mimi
n o	no	no
O l r 9 t	Ol r9t	all right
D & t s n a t 6 m A N k i	D&ts nat 6 mANki	that's not a monkey
l U k s l 9 k y ) m A N k i	lUks l9k y) mANki	looks like your monkey
h 9 k e	h9 ke	hi kay
b 7	b7	boy
l a t s 6 v b U k s	lats 6v bUks	lots of books
l U k k e l U k	lUk ke lUk	look kay look
w A n	wAn	one
t u	tu	two
W A t s D & t	WAts D&t	what's that
W A t s D & t	WAts D&t	what's that
k I t ~	kIt~	kitten
d u y u n o W A t D & t I z	du yu no WAt D&t Iz	do you know what that is
n o I t s n a t 6 k I t i	no Its nat 6 kIti	no it's not a kitty
D & t s 6 d A k	D&ts 6 dAk	that's a duck
l U k	lUk	look
k r e a n z	kreanz	crayons
d u y u n o W A t D o z #	du yu no WAt Doz #	do you know what those are
f l Q R z	flQRz	flowers
D e l U k l 9 k y ) f l Q R z	De lUk l9k y) flQRz	they look like your flowers
l U k	lUk	look
W A t s D & t	WAts D&t	what's that
b 6 l u n	b6lun	balloon
g U d	gUd	good
W A t s D & t	WAts D&t	what's that
d A k s	dAks	ducks
9 b E t D * z m %	9 bEt D*z m%	i bet there's more
l U k I n D *	lUk In D*	look in there
m % b U k s	m% bUks	more books
l U k k e	lUk ke	look kay
W A t s D & t	WAts D&t	what's that
m A N k i 9 T I N k y u v d I s 9 d I d D & t s 6 m A N k i	mANki 9 TINk yuv dIs9dId D&ts 6 mANki	monkey i think you've decided that's a monkey
h 9 m A N k i	h9 mANki	hi monkey
k I s I z f % D 6 m A N k i D & t s 6 g U d g 3 l	kIsIz f% D6 mANki D&ts 6 gUd g3l	kisses for the monkey that's a good girl
k & n y u h A g D 6 m A N k i	k&n yu hAg D6 mANki	can you hug the monkey
d u y u w a n 6 p U t h I m I n h I z k e G	du yu wan6 pUt hIm In hIz keG	do you wanna put him in his cage
k l o z D 6 d %	kloz D6 d%	close the door
g U d g 3 l	gUd g3l	good girl
o p ~ D 6 d %	op~ D6 d%	open the door
D & t s 6 g U d g 3 l	D&ts 6 gUd g3l	that's a good girl
k * f L	k*fL	careful
k l o z D 6 d %	kloz D6 d%	close the door
D *	D*	there
D *	D*	there
O l r 9 t	Ol r9t	all right
k l o z D 6 d %	kloz D6 d%	close the door
b 9 b 9 m A N k i	b9 b9 mANki	bye bye monkey
o p ~ d %	op~ d%	open door
t e k h I m Q t	tek hIm Qt	take him out
k l o z D 6 d %	kloz D6 d%	close the door
9 T I N k y u l 9 k D & t	9 TINk yu l9k D&t	i think you like that
l U k	lUk	look
W A t s D & t	WAts D&t	what's that
n o y u l 9 k f 9 n d I N y ) o n T I N z b E t R	no yu l9k f9ndIN y) on TINz bEtR	no you like finding your own things better
b l a k s	blaks	blocks
b U k s	bUks	books
b U k	bUk	book
b l a k	blak	block
W A t # y u f 9 n d I N	WAt # yu f9ndIN	what are you finding
W A t I z D & t	WAt Iz D&t	what is that
d u y u n o W A t D & t I z	du yu no WAt D&t Iz	do you know what that is
D & t s r 9 t I t s 6 h * b r A S	D&ts r9t Its 6 h* brAS	that's right it's a hair brush
b r A S	brAS	brush
g U d	gUd	good
b r A S k e z h *	brAS kez h*	brush kay's hair
k & n y u b r A S m a m i z h *	k&n yu brAS mamiz h*	can you brush mommy's hair
g o 6 l O N w e t u f 9 n d I t t 6 d e	go 6 lON we tu f9nd It t6de	go a long way to find it today
T & N k y u	T&Nk yu	thank you
D & t s v * i n 9 s	D&ts v*i n9s	that's very nice
k e z h *	kez h*	kay's hair
d a l i z h *	daliz h*	dolly's hair
d u y u l U k p r I t i n Q	du yu lUk prIti nQ	do you look pretty now
T & N k y u	T&Nk yu	thank you
k e	ke	kay
k & n y u b r A S D I s m A N k i z h *	k&n yu brAS DIs mANkiz h*	can you brush this monkey's hair
m A N k i	mANki	monkey
D & t s n 9 s	D&ts n9s	that's nice
9 g E s h i r i l i d A z ~ t	9 gEs hi rili dAz~t	i guess he really doesn't
h & v E n i h * b 6 t	h&v Eni h* b6t	have any hair but
d a l i z h *	daliz h*	dolly's hair
d u y u n o W A t	du yu no WAt	do you know what
D * z 6 d O g i h (	D*z 6 dOgi h(	there's a doggie here
d I d y u s e	dId yu se	did you say
d O g i	dOgi	doggie
d O g i	dOgi	doggie
& n d D I s I z h I z h Q s	&nd DIs Iz hIz hQs	and this is his house
y ) r i l i h A g i t 6 d e # n t y u	y) rili hAgi t6de #nt yu	you're really huggy today aren't you
9 d o n t T I N k D & t d A z D & t k e	9 dont TINk D&t dAz D&t ke	i don't think that does that kay
I t s n a t y u G A s t d u I t T r u D *	Its nat yu GAst du It Tru D*	it's not you just do it through there
k e	ke	kay
d u w a n 6 p U t y ) f I N g R T r u D *	du wan6 pUt y) fINgR Tru D*	do wanna put your finger through there
w a n 6 n o I t d A z ~ t g o o v R D 6 # m I t s n a t	wan6 no It dAz~t go ovR D6 #m Its nat	wanna no it doesn't go over the arm it's not
D *	D*	there
p U t y ) f I N g R	pUt y) fINgR	put your finger
n o	no	no
s i D & t	si D&t	see that
l U k	lUk	look
n o	no	no
h ( z w A n	h(z wAn	here's one
w a n 6 p U t D & t w A n o v R y ) # m	wan6 pUt D&t wAn ovR y) #m	wanna put that one over your arm
n o	no	no
o k e	oke	okay
b l a k s	blaks	blocks
b l a k s	blaks	blocks
g U d	gUd	good
k & n y u b I l d 6 t Q R	k&n yu bIld 6 tQR	can you build a tower
k & n y u b I l d 6 t Q R w I T D 6 b l a k s	k&n yu bIld 6 tQR wIT D6 blaks	can you build a tower with the blocks
m e k I t g o	mek It go	make it go
W A t	WAt	what
9 m g 6 n 6 b I l d 6 t Q R	9m g6n6 bIld 6 tQR	i'm gonna build a tower
l U k	lUk	look
w A n	wAn	one
t u	tu	two
T r i	Tri	three
T r i f %	Tri f%	three four
f 9 v	f9v	five
s I k s	sIks	six
k e	ke	kay
d u y u w a n 6 m e k I t g o	du yu wan6 mek It go	do you wanna make it go
w A n	wAn	one
t u	tu	two
T r i	Tri	three
g U d t Q R	gUd tQR	good tower
f %	f%	four
d u y u w a n t m i t u b I l d 6 n A D R t Q R	du yu want mi tu bIld 6nADR tQR	do you want me to build another tower
9 l g E t D 6 b l a k s	9l gEt D6 blaks	i'll get the blocks
o k e	oke	okay
D * z w A n	D*z wAn	there's one
k & n y u d u t u	k&n yu du tu	can you do two
T r i	Tri	three
n 9 s t Q R	n9s tQR	nice tower
n 9 s t Q R	n9s tQR	nice tower
w A n m %	wAn m%	one more
k & n m a m i p U t w A n a n	k&n mami pUt wAn an	can mommy put one on
l U k	lUk	look
m a m p U t s I t	mam pUts It	mom puts it
o k e	oke	okay
y u b I l d b E t R t Q R z D & n m a m i d A z k e	yu bIld bEtR tQRz D&n mami dAz ke	you build better towers than mommy does kay
w A n	wAn	one
t u	tu	two
h * b r A S	h* brAS	hair brush
y ) b r A S I N D 6 b l a k s	y) brASIN D6 blaks	you're brushing the blocks
b l a k s	blaks	blocks
W * d I d D & t m A N k i g o	W* dId D&t mANki go	where did that monkey go
D * h i I z	D* hi Iz	there he is
h 9 k e	h9 ke	hi kay
d u y u n o h Q t u o p ~ D 6 d %	du yu no hQ tu op~ D6 d%	do you know how to open the door
k e D & t s n a t 6 m A N k i D & t s 6 d r & g ~	ke D&ts nat 6 mANki D&ts 6 dr&g~	kay that's not a monkey that's a dragon
D * z h I z n e m	D*z hIz nem	there's his name
d I g b i d r & g ~	dIgbi dr&g~	digby dragon
k & n y u s e d I g b i	k&n yu se dIgbi	can you say digby
g U d g 3 l	gUd g3l	good girl
d I g b i	dIgbi	digby
h 9 k e	h9 ke	hi kay
m 9 n e m I z d I g b i	m9 nem Iz dIgbi	my name is digby
h 9 k e	h9 ke	hi kay
k & n y u o p ~ m 9 d %	k&n yu op~ m9 d%	can you open my door
h 9 k e	h9 ke	hi kay
9 m g 6 n 6 g E t y ) t o	9m g6n6 gEt y) to	i'm gonna get your toe
k e	ke	kay
I t d A z ~ t k A m Q t D & t w e	It dAz~t kAm Qt D&t we	it doesn't come out that way
h ( z d I g b i	h(z dIgbi	here's digby
k & n y u s e d I g b i	k&n yu se dIgbi	can you say digby
g U d g 3 l	gUd g3l	good girl
k & n y u s e d r & g ~	k&n yu se dr&g~	can you say dragon
T & N k y u	T&Nk yu	thank you
D & t s p # t	D&ts p#t	that's part
6 v d I g b i b 6 t 9 m n a t S 3 W I c p # t	6v dIgbi b6t 9m nat S3 WIc p#t	of digby but i'm not sure which part
h 9	h9	hi
d A z d I g b i h & v 9 z	dAz dIgbi h&v 9z	does digby have eyes
d A z h i h & v 9 z	dAz hi h&v 9z	does he have eyes
k e	ke	kay
d A z d I g b i h & v 9 z	dAz dIgbi h&v 9z	does digby have eyes
k l o z D 6 d %	kloz D6 d%	close the door
S A t D 6 d %	SAt D6 d%	shut the door
l E t d I g b i Q t	lEt dIgbi Qt	let digby out
h (	h(	here
D *	D*	there
D * y u g o	D* yu go	there you go
k l o z D 6 d %	kloz D6 d%	close the door
T & N k y u	T&Nk yu	thank you
o p ~ D 6 d %	op~ D6 d%	open the door
p U t D E m I n	pUt DEm In	put them in
W * z D & t d O g i	W*z D&t dOgi	where's that doggie
h ( z D & t d O g i	h(z D&t dOgi	here's that doggie
d O g i	dOgi	doggie
I t s 6 n 9 s d O g i	Its 6 n9s dOgi	it's a nice doggie
d u y u w a n 6 p U t D 6 d O g i I n h I z h Q s	du yu wan6 pUt D6 dOgi In hIz hQs	do you wanna put the doggie in his house
n o	no	no
I z h i g o n 9 t n 9 t	Iz hi go n9t n9t	is he go night night
n 9 t n 9 t	n9t n9t	night night
n 9 t n 9 t	n9t n9t	night night
b 9 d O g i	b9 dOgi	bye doggie
b 9 b 9 d O g i	b9 b9 dOgi	bye bye doggie
n 9 t n 9 t	n9t n9t	night night
D & t s 6 g U d d O g i I z ~ t I t	D&ts 6 gUd dOgi Iz~t It	that's a good doggie isn't it
y u n o W A t D & t I z	yu no WAt D&t Iz	you know what that is
k e	ke	kay
9 f Q n d 6 k I t i	9 fQnd 6 kIti	i found a kitty
d u y u s i 6 k I t i a n D *	du yu si 6 kIti an D*	do you see a kitty on there
n o	no	no
n a t I n t r 6 s t I d	nat Intr6stId	not interested
k Q z	kQz	cows
k Q z	kQz	cows
y u h & v k Q z I n y ) b U k s d o n t y u	yu h&v kQz In y) bUks dont yu	you have cows in your books don't you
& n d d O g i z	&nd dOgiz	and doggies
I z D & t G u s	Iz D&t Gus	is that juice
d I d y u s i G u s	dId yu si Gus	did you see juice
l U k	lUk	look
G u s	Gus	juice
d r I N k A p y ) m I l k	drINk Ap y) mIlk	drink up your milk
& n d W A t s S i i t I N	&nd WAts Si itIN	and what's she eating
D 6 b o l O l r E d i	D6 bol OlrEdi	the bowl already
b 6 t W * z D 6 s p u n	b6t W*z D6 spun	but where's the spoon
d u y u s i 6 s p u n	du yu si 6 spun	do you see a spoon
W A t	WAt	what
G u s	Gus	juice
W A t s S i i t I N w I T h 3 G u s I n D 6 b o l	WAts Si itIN wIT h3 Gus In D6 bol	what's she eating with her juice in the bowl
D & t s 6 g U d b U k	D&ts 6 gUd bUk	that's a good book
W A t	WAt	what
b 9 d O g i	b9 dOgi	bye doggie
l U k	lUk	look
6 s p u n	6 spun	a spoon
6 s p u n	6 spun	a spoon
6 n & p L	6n &pL	an apple
W A t	WAt	what
W A t	WAt	what
9 d o n t h & v E n i G u s	9 dont h&v Eni Gus	i don't have any juice
l U k & t D 6 & p L	lUk &t D6 &pL	look at the apple
d u y u w a n t t u s i D 6 p I k c R 6 v D 6 p r I t i & p L	du yu want tu si D6 pIkcR 6v D6 prIti &pL	do you want to see the picture of the pretty apple
& p L	&pL	apple
9 d o n t h & v E n i G u s	9 dont h&v Eni Gus	i don't have any juice
s p u n	spun	spoon
I z D & t 6 s p u n	Iz D&t 6 spun	is that a spoon
I z D & t 6 b o l 6 v	Iz D&t 6 bol 6v	is that a bowl of
W A t	WAt	what
w a n 6 t e k y ) s a k O f	wan6 tek y) sak Of	wanna take your sock off
W A t s D & t	WAts D&t	what's that
W A t I z D & t	WAt Iz D&t	what is that
k & n y u b r I N D & t t u m a m i	k&n yu brIN D&t tu mami	can you bring that to mommy
k e	ke	kay
l E t s b r I N D o z o v R h (	lEts brIN Doz ovR h(	let's bring those over here
W A t # D e	WAt # De	what are they
W A t I z D & t	WAt Iz D&t	what is that
S u	Su	shoe
S u	Su	shoe
S u	Su	shoe
& n d W A t s D & t	&nd WAts D&t	and what's that
s a k	sak	sock
h u z S u I z D I s	huz Su Iz DIs	whose shoe is this
I z D & t k e z S u	Iz D&t kez Su	is that kay's shoe
h u z S u I z I t	huz Su Iz It	whose shoe is it
I z I t m a m i z S u	Iz It mamiz Su	is it mommy's shoe
I z I t d & d i z S u	Iz It d&diz Su	is it daddy's shoe
I z I t d & d i z S u	Iz It d&diz Su	is it daddy's shoe
n o	no	no
D & t s m a m i z S u	D&ts mamiz Su	that's mommy's shoe
d & d i z n a t h (	d&diz nat h(	daddy's not here
m a m i z S u	mamiz Su	mommy's shoe
m 9 S u	m9 Su	my shoe
h u z S u z # D o z	huz Suz # Doz	whose shoes are those
W A t s y ) n e m	WAts y) nem	what's your name
n e m	nem	name
y ) n e m I z ~ t n e m	y) nem Iz~t nem	your name isn't name
y ) n e m I z k e	y) nem Iz ke	your name is kay
D o z # k e z S u z	Doz # kez Suz	those are kay's shoes
y ) n e m I z k e	y) nem Iz ke	your name is kay
& n d D o z # k e z S u z	&nd Doz # kez Suz	and those are kay's shoes
W A t # D i z	WAt # Diz	what are these
I z D & t k e z f U t	Iz D&t kez fUt	is that kay's foot
9 d o n t h & v E n i G u s	9 dont h&v Eni Gus	i don't have any juice
y u k & n t t A c D & t	yu k&nt tAc D&t	you can't touch that
D & t s	D&ts	that's
n a t i v ~ m a m i z	nat iv~ mamiz	not even mommy's
n o	no	no
n o	no	no
n o	no	no
D I s b 7	DIs b7	this boy
D I s d a l i	DIs dali	this dolly
k e l U k	ke lUk	kay look
k e	ke	kay
k e	ke	kay
w A z D 6 t E l 6 f o n r I N I N	wAz D6 tEl6fon rININ	was the telephone ringing
h E l o	hElo	hello
t E l 6 f o n z r I N I N	tEl6fonz rININ	telephone's ringing
d I d y u s e r I N I N	dId yu se rININ	did you say ringing
h E l o	hElo	hello
h E l o	hElo	hello
d o n t c u a n D 6 f o n s e h E l o	dont cu an D6 fon se hElo	don't chew on the phone say hello
h 9 m i m i	h9 mimi	hi mimi
9 m k A m I N t u s i y u	9m kAmIN tu si yu	i'm coming to see you
s e h 9 m i m i	se h9 mimi	say hi mimi
h E l o m i m i	hElo mimi	hello mimi
h 9 m i m i	h9 mimi	hi mimi
h 9 g r & m p s	h9 gr&mps	hi gramps
h 9	h9	hi
g r & m i	gr&mi	grammy
h 9 g r & m i	h9 gr&mi	hi grammy
t 7 z # O l g O n	t7z # Ol gOn	toys are all gone
W A t s D & t	WAts D&t	what's that
g E t D I s d a l i	gEt DIs dali	get this dolly
d I d y u s i I t s z I p R	dId yu si Its zIpR	did you see its zipper
y ) k l i n I N A p	y) klinIN Ap	you're cleaning up
h Q n 9 s	hQ n9s	how nice
w A n d a l i	wAn dali	one dolly
W A t s D & t	WAts D&t	what's that
W A t s I t k O l d	WAts It kOld	what's it called
k O l d	kOld	called
I t s k O l d 6 h * b r A S	Its kOld 6 h* brAS	it's called a hair brush
T & N k y u	T&Nk yu	thank you
m A c b E t R	mAc bEtR	much better
y ) w E l k M	y) wElkM	you're welcome
h * b r A S	h* brAS	hair brush
W A t s D & t	WAts D&t	what's that
W A t I z D & t	WAt Iz D&t	what is that
b l a k s	blaks	blocks
# D o z b l a k s	# Doz blaks	are those blocks
b l a k s	blaks	blocks
I z D & t	Iz D&t	is that
b U k	bUk	book
9 d o n t h & v E n i G u s h A n i	9 dont h&v Eni Gus hAni	i don't have any juice honey
k e	ke	kay
k e	ke	kay
t E l 6 f o n z r I N I N	tEl6fonz rININ	telephone's ringing
h E l o	hElo	hello
I t s r I N I N	Its rININ	it's ringing
W A t s D & t	WAts D&t	what's that
W A t s I n D *	WAts In D*	what's in there
I z D & t 6 p 3 s	Iz D&t 6 p3s	is that a purse
y &	y&	yeah
l U k	lUk	look
p r I t i	prIti	pretty
h (	h(	here
s i D 6 d O g i	si D6 dOgi	see the doggy
l U k	lUk	look
w e t n Q 9 g a t t u f I k s I t	wet nQ 9 gat tu fIks It	wait now i got to fix it
w e t 6 m I n I t	wet 6 mInIt	wait a minute
l U k s i	lUk si	look see
D * z 6 d O g i	D*z 6 dOgi	there's a doggie
y u m e k I N y ) s E l f p r I t i	yu mekIN y)sElf prIti	you making yourself pretty
h u z D I s	huz DIs	who's this
D & t d & p R d & n	D&t d&pR d&n	that dapper dan
D & t s d & p R d & n	D&ts d&pR d&n	that's dapper dan
k o m d & p R d & n z h *	kom d&pR d&nz h*	comb dapper dan's hair
n o	no	no
O l g O n	Ol gOn	all gone
y u b i p r I t i	yu bi prIti	you be pretty
m a m i p r I t i	mami prIti	mommy pretty
h (	h(	here
m e k d & p R d & n p r I t i	mek d&pR d&n prIti	make dapper dan pretty
I z D & t 6 d & d i	Iz D&t 6 d&di	is that a daddy
m 9 d & d i	m9 d&di	my daddy
l A v D 6 d & d i	lAv D6 d&di	love the daddy
y u l A v D 6 d & d i	yu lAv D6 d&di	you love the daddy
T & N k y u	T&Nk yu	thank you
h (	h(	here
m a m i d u I t	mami du It	mommy do it
W A t	WAt	what
W A t # y u d u I N	WAt # yu duIN	what are you doing
s u z i w E n t t u w 3 k	suzi wEnt tu w3k	suzy went to work
y &	y&	yeah
S i w E n t b 9 b 9	Si wEnt b9 b9	she went bye bye
S i z g O n	Siz gOn	she's gone
W * d I d S i g o	W* dId Si go	where did she go
W * d I d s u z i g o	W* dId suzi go	where did suzy go
d I d S i g o t u w 3 k	dId Si go tu w3k	did she go to work
W * I z S i	W* Iz Si	where is she
W * z D 6 d O g i	W*z D6 dOgi	where's the doggie
W * d I d D 6 d O g i g o	W* dId D6 dOgi go	where did the doggie go
W A t d A z D 6 d O g i s e	WAt dAz D6 dOgi se	what does the doggie say
y & W A t d A z D 6 d O g i s e	y& WAt dAz D6 dOgi se	yeah what does the doggie say
9 T I N k h i z r 9 t h (	9 TINk hiz r9t h(	i think he's right here
l U k	lUk	look
D 6 d O g i z I n h I z h Q s	D6 dOgiz In hIz hQs	the doggie's in his house
h u z a n D 6 f o n	huz an D6 fon	who's on the phone
h E l o	hElo	hello
h E l o h E l o l i n 6	hElo hElo lin6	hello hello lena
h ( y u g o	h( yu go	here you go
w e t 6 m I n I t	wet 6 mInIt	wait a minute
t 3 n I t D I s w e	t3n It DIs we	turn it this way
D *	D*	there
I z I t g r & n m a k O l I N	Iz It gr&nma kOlIN	is it grandma calling
W A t s g r & n m a s e I N t u y u	WAts gr&nma seIN tu yu	what's grandma saying to you
W A t s S i s e I N	WAts Si seIN	what's she saying
S i z s e I N 9 l A v l i n 6	Siz seIN 9 lAv lin6	she's saying i love lena
b 9 b 9	b9 b9	bye bye
n o I t g o z D I s w e	no It goz DIs we	no it goes this way
D & t w e	D&t we	that way
I z D & t d & d i	Iz D&t d&di	is that daddy
& s k d & d i W A t h i w a n t s f % l A n c	&sk d&di WAt hi wants f% lAnc	ask daddy what he wants for lunch
d & d i z h (	d&diz h(	daddy's here
& s k d & d i W A t h i w a n t s f % l A n c	&sk d&di WAt hi wants f% lAnc	ask daddy what he wants for lunch
n o I t g o z D I s w e	no It goz DIs we	no it goes this way
D & t s D 6 w e I t g o z	D&ts D6 we It goz	that's the way it goes
h E l o	hElo	hello
h E l o l i n 6	hElo lin6	hello lena
t E l 6 f o n	tEl6fon	telephone
s e h E l o h E l o	se hElo hElo	say hello hello
W A t s d & d i s e I N	WAts d&di seIN	what's daddy saying
D & t s 6 k & t y &	D&ts 6 k&t y&	that's a cat yeah
g o z D & t w e W A t s D I s	goz D&t we WAts DIs	goes that way what's this
6 t i	6 ti	a t@l
n o D & t s 6 n E l	no D&ts 6n El	no that's an l@l
W A t s D I s	WAts DIs	what's this
6 n I n d i ~	6n Indi~	an indian
I n d i ~	Indi~	indian
W A t s D I s	WAts DIs	what's this
W A t s D I s	WAts DIs	what's this
W A t s D & t	WAts D&t	what's that
y ) f e v r I t	y) fevrIt	your favorite
t o s t	tost	toast
W A t s D & t	WAts D&t	what's that
t o s t	tost	toast
W A t s D I s	WAts DIs	what's this
E l 6 f 6 n t	El6f6nt	elephant
6 n E l 6 f 6 n t	6n El6f6nt	an elephant
W * z D 6 E l 6 f 6 n t	W*z D6 El6f6nt	where's the elephant
W * z D 6 E l 6 f 6 n t	W*z D6 El6f6nt	where's the elephant
d (	d(	dear
y u m e k m a m i p r I t i	yu mek mami prIti	you make mommy pretty
m e k D 6 d O g i p r I t i	mek D6 dOgi prIti	make the doggie pretty
m a m i z h *	mamiz h*	mommy's hair
W * z l i n 6 z h *	W*z lin6z h*	where's lena's hair
y E s y u h & v p r I t i b 6 r E t s	yEs yu h&v prIti b6rEts	yes you have pretty barrettes
W A t	WAt	what
y u w a n t y ) b 6 r E t s O f	yu want y) b6rEts Of	you want your barrettes off
y E s p l i z	yEs pliz	yes please
D *	D*	there
D I s w A n	DIs wAn	this one
Q t	Qt	out
O l g O n	Ol gOn	all gone
n Q y ) p r I t i	nQ y) prIti	now you're pretty
D * D e g o b r I N D 6 A D R w A n z	D* De go brIN D6 ADR wAnz	there they go bring the other ones
g U d g 3 l	gUd g3l	good girl
y u p U t D 6 A D R w A n a n t a p	yu pUt D6 ADR wAn an tap	you put the other one on top
m e k 6 t Q R	mek 6 tQR	make a tower
w A n & t 6 t 9 m h A n i	wAn &t 6 t9m hAni	one at a time honey
D & t s r 9 t	D&ts r9t	that's right
g U d	gUd	good
d (	d(	dear
W A t s D I s	WAts DIs	what's this
D & t s 6 l 9 ~	D&ts 6 l9~	that's a lion
6 l 9 ~	6 l9~	a lion
s i D 6 m Q s	si D6 mQs	see the mouse
s i D 6 m Q s	si D6 mQs	see the mouse
W A t s D I s	WAts DIs	what's this
D & t s n a t 6 h % s D & t s 6 l 9 ~	D&ts nat 6 h%s D&ts 6 l9~	that's not a horse that's a lion
D & t s n a t 6 h % s i w i l f 9 n d 6 h % s i	D&ts nat 6 h%si wil f9nd 6 h%si	that's not a horsie we'll find a horsie
D e d o n t h & v 6 h % s i	De dont h&v 6 h%si	they don't have a horsie
9 s i w A n	9 si wAn	i see one
W A t s D & t	WAts D&t	what's that
W A t s D & t	WAts D&t	what's that
W * z D 6 b 7	W*z D6 b7	where's the boy
d u y u s i 6 b 7	du yu si 6 b7	do you see a boy
y ) s I l i	y) sIli	you're silly
d (	d(	dear
h E l o h E l o	hElo hElo	hello hello
h (	h(	here
D I s w e	DIs we	this way
h u z t O k I N t u y u	huz tOkIN tu yu	who's talking to you
h u z t O k	huz tOk	who's talk
W A t	WAt	what
h E l o h E l o l i n 6	hElo hElo lin6	hello hello lena
D I s I z E l 6	DIs Iz El6	this is ella
h Q # y u t 6 d e	hQ # yu t6de	how are you today
W A t # y u d u I N t 6 d e	WAt # yu duIN t6de	what are you doing today
# y u p l e I N w I T t 7 z	# yu pleIN wIT t7z	are you playing with toys
h E l o	hElo	hello
D * l U k W A t s D I s	D* lUk WAts DIs	there look what's this
f l Q R	flQR	flower
k & n y u s m E l D 6 f l Q R	k&n yu smEl D6 flQR	can you smell the flower
D o z # k e v z	Doz # kevz	those are caves
l i v z	livz	leaves
a n D 6 t r i	an D6 tri	on the tree
k A m h (	kAm h(	come here
# y u t O k I N a n D 6 t E l 6 f o n	# yu tOkIN an D6 tEl6fon	are you talking on the telephone
W A t s D & t	WAts D&t	what's that
y u n o W A t D & t s f %	yu no WAt D&ts f%	you know what that's for
l U k	lUk	look
D & t s t u f i d	D&ts tu fid	that's to feed
D 6	D6	the
W A t E v R	WAtEvR	whatever
s n e k	snek	snake
d r & g ~	dr&g~	dragon
w a c	wac	watch
W A t # D o z	WAt # Doz	what are those
D o z # f % y ) h *	Doz # f% y) h*	those are for your hair
y u w a n t m a m i m e k y u p r I t i	yu want mami mek yu prIti	you want mommy make you pretty
n o	no	no
d I d y u h 3 t y ) s E l f	dId yu h3t y)sElf	did you hurt yourself
y u w a n t m i t u p U t I t I n	yu want mi tu pUt It In	you want me to put it in
m e k y u p r I t i	mek yu prIti	make you pretty
m a m i p r I t i	mami prIti	mommy pretty
